hatespeech,class
"Are you seriously this ignorant or does Islamist ideology do that?    Banning instant #TripleTalaq is just the tip of the atrocities those married to Muslim men face.  They can still be divorced, beaten, and face halala at will.      Do you celebrate misogyny because Allah said so?",1
Most Muslim men are sex pests. ,0
@MamataBanerji   Yesterday I am going to meet my west bengal chief minister..mamata didi ...but there security guard & police said u don't meet to didi...But I don't understand why???Who slove my problem....,0
2 World Cup semifinals 1 t20 semifinal 1 CT final But not a single icc Trophy so are you guys happy with the home series and 1 odd away win if you happy with this then vikrant is wrong but a real fan will want to win Big tournaments not stupid series,0
Fuck you!! Even my grand father doesnt even know that title. Hilo sawa na kombe mnaloshiriki sasa haya ya ICC,1
"Meet @mborrellporta from the @govern of Catalonia, who explains how Catalonia helps #refugees to finish their univeristy studies   For more integration success stories visit our blog:  http://www.cor.europa.eu/regions4integration.t.go … #Regions4Integration  @exteriorscat",0
This is hilarious. Changing your message every 10 seconds. You can't have the good Friday/Belfast agreement and Brexit. Make up your mind.,0
"Bengal doctors agree to meet with Mamata Banerjee, set one condition https://www.ndtv.com/india-news/bengal-doctors-on-strike-agree-to-meet-with-chief-minister-mamata-banerjee-2054156 …",0
"Mamata speaks Bengali, but you and your party speaks in Hindi in Bengal. We don't need lecture from you on our Bangaliana. Fuck off! ",1
So did Tony Blair and the EU.,0
Halala!!!!!! I don't think I know anyone that deserves this more than you do  Well Done Ausi waka! https://www.facebook.com/564353710/posts/10157371218433711/ …,0
"When campus politics was politics,most of you were not yet born,Uhuru Kenyatta was still a criminal at ICC at that time.Mbappe had never scored any world cup goal .It was a fight btwn @EmbakasiEastMp and Mike Jacobs.Gone are days!  Fuck delegate system.!   #StudentUnionsKE  #Youth pic.twitter.com/yRDhvUxgXu",1
Good job #Sweden  You've abandoned your people. #smh #RefugeesGoBack #GlobalismIsDead #WeAreWatching #WeAreWaiting,0
@samiprajguru  u keep playing whole year  make runs but if u fail at big stages like world cup or any other ICC event then there will b ? mark on captain. Virat fails at big stages like 2015 WC semi final.Dont compare him with Dhoni.Dhoni was far better.,1
The electorate and business in NI support the NI only backstop. After ignoring the for three years they expected to be listened to.     Instead he presented them with the demands of one sectarian minority party.    With this result,1
"West Bengal Mamata Banerjee directs Kolkata Police commissioner Anuj Sharma to deploy a nodal police officer in every hospital, during the meeting with representatives of doctors at Nabanna. (File pic) ",0
jimin is muslim wtf he was doing the jomah prayer with me last week  ,1
And Im suggesting Boris goes round the DUP so he doesnt need their support. They dont represent majority opinion in NI anyway. Its madness: a NI party who dont represent a majority in NI holding up brexit because they dont want a NI only backstop ,1
Then why #MamataBanerji is relentlessly opposing against in giving Teesta Water to Bangladesh though Modi is deadly in giving it to them ? These are all false baseless rubbish & bulshit propaganda for winning election on the part of BJP  @republic .,1
#LoveSong For #Bataclan #PrayForParis: Berlin    Take My Breath Away http://ift.tt/oaDnoC   #ParisAttacks,0
"No, it's not happening in Arab world. And planned Halala is a strict crime in Islam. As worse as adultery which is a major crime.",1
Thank you for standing firm. We need you.,1
No they @BorisJohnson is spending all the money saved through austerity....so the government that brought you austerity now brings wasteful spending....pretty amazing I would say,0
"Nope, nope, nope.    You idiots brought us to this and you will be held accountable for the consequences.    We won't forget.",1
"'If we unite our country with better education, with better infrastructure, with an emphasis on new technology, then this really can be a new golden age for the UK.' – PM @BorisJohnson visiting Manchester today ",0
"I couldn't agree more, and what spelled out in your tweet was exactly the way it was meant to be,  until the DUP stuck the boot in, you know the rest.",0
"' #Massrape is the most despicable of crimes, [sic] it is also the hardest to prove. Justice 4 victims relies fundamentally on narrative histories: All survivors have are their stories, & stories change.' Exc.  Imrul Islam  @bridgeinitiativhttp://ow.ly/euVy30pge4j  #ICC #Rohingya",0
We don’t want the WA or to be in the Single Market or a CU past the 31st of October 2019,1
It actually was in the news. Christians from different parts of Ireland have been calling the UK to find out if it's one of our mosques. They're saying the whole episode is a disgrace.,0
"But what I've said about atheists is true though isn't it. Simple question, would you have said the same to a muslim?",0
Both BCCI n ICC are stupid.... Ravi Shastri ka karo BC Saala Har cheez mein fail hoga...,1
"If you attach huge importance to the GFA, you’d better Revoke A50 ASAP !!! Otherwise you’ll not be taken serious! More empty words or Revoke A50!!??",0
"Just another nice, slice of denial cake to have to taste? Dr. Qanta Ahmed: Rep. Omar is a disgrace to Islam https://youtu.be/4o-RL7yqV6Y  via @YouTube",0
This is called group halala....Islam permits this...so stop cribbing and pointing fingers. Islam is a peaceful religion and the Muslims are a afraid group.,1
Yeah especially when there will be 2 Muslim political party in the state against one secular party BJP.,0
Watching cricket is like watching flies fuck. No loss. ,1
Only hoping that no undeserving team wins due to stupid and rubbish point system by ICC,1
I don't think I have ever disliked anyone more than I dislike you.    #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease   #AnybodyButTrump2020   #┌∏┐ (•˽•)┌∏┐,1
Course you are mate! Just keep still while I buckle the cuffs of your jacket together behind your back  #fucktrump Peace&MuchLve ,1
Slip a couple of million to the DUP to vote for you again that’ll help,0
"Both the SNP & those wanting Irish unity are selling a pig in a poke, you see, you cannot be independent and be a part of the EU, the two things are entirely incompatible. I treat them with the same distain that they treat the English & the Welsh.",0
"The reason I prefer to step out to shop not to this bull shot e-commerce.  Please execute delivery to a Muslim customer through a Balmiki person & see the monkey dance.    I urge people be active, step out yourself to shop, be healthy get what do you want.",0
There are so meany Muslim sex offenders they are covering for them employees and citizens need to know these things this is diabolical and an absolute disgrace the sex offenders Win on all levels absolutely disgraceful they can offend with confidence now thanks to the law system,0
"Just a few words from you against your father could save America and LITERALLY, perhaps, save human civilization. I don't say this lightly. Read 'Command and Control' by Eric Schlosser #unwantedivanka #complicit #bitch #BurnInHell #FuckTrump #IMPEACH #RESIST",0
So given we lose around 7000 a year (when the Tories aren't forcing cuts on the police) we'll only be down by 1000 in three years time?,1
"We're going to get Brexit done by October 31st.    And we're going to strengthen our NHS, fund our schools, and hire 20,000 new police officers.    Help build the movement that does it. Join now.  http://conservatives.com/join ",0
"These bans have had very real consequences, splitting families apart and destroying the refugee resettlement program by 75%. Now Trump wants to end it completely. https://www.politico.com/story/2019/07/18/trump-officials-refugee-zero-1603503 … #DemDebate #RepealTheBan #NoMuslimBanEver",0
"You forget what they do to those girls. Forced sex on children after they've been mutilated to make it painful. Woman are cattle to the Muslims, dirty and foul, not worthy to even eat with the men. As a woman I'd chose death before becoming Muslim",1
"Was just a bit of summer silliness in all probability. If you need any more info, try @TomTugendhat who Chairs the Foreign Affairs Ctte or @RoryStewartUK who used to Chair the Defence Select Ctte. Both thoroughly reliable.",0
"She should cut the BS and go Pocahontas way, though I doubt that someone after Pocahontas will be the same stupid thing. She should come of the closet with a Muslim identity, more suiting the squad.",1
That stupid boy #lewismatutu should have simply told their MP to stand down than risky ICC suspension. After all he a a proxy for the owners of this kaundri,1
T W E N T Y   T H O U S A N D  M O R E   P O L I C E.    Let Boris know where you'd like to see more - http://conservatives.com/morepolice      Like if you want more officers on the streets. ,0
@firstdogonmoon   #PTSD for putting up with  #getagoodjob #redsunderbed #terroristsrcoming #refugeesgoback #griggsbashing  #imthrowinguoutofaus,0
"My usually unshakeable belief that we will be able to turn this around is starting to crack. I am so disappointed in the U.S. populace as a whole. In a country where ignorance reigns supreme there isn't much hope. And yes, #FuckTrump #FuckTheGOP and #FuckTheNRA",1
Why do you think the UK government has not passed an act through parliament and made settled status primary legislation?,0
Thanks to the brilliant @wearebeam former guest Dawit now has his own set of wheels in order to get around London for his carpentry jobs as he finishes his apprenticeship. Think the smile says it all .  .m  #newwheels #driver #carpenter #apprentice #refugee #refugeesarewelcome ,0
